"","Well","Samples","Lake","Target","Concentration","Ch1+Ch2+","Ch1-Ch2+","Ch1+Ch2-","Ch1-Ch2-","logConc","log_AMR_tot","co_occur","Date","Sample","Fish_ID","Initials","Mass","Length","Fibrosis","Sex","Repro_State","Schisto_Free","Schisto_Cyst","Eust","Fib","Indv_AMR_mass","Indv_AMR_gene_mass","Lake_AMR","Lake_AMR_gene"
"251","H04","ORM_1","ORM","FAM",0,0,0,0,16022,0,0,"Neither","11-06-2023","ORM_1",1,"AKH",1.17,46.96,0,"M",3,0,0,0,"N",0,0,0.180580779364902,0.0296734484872948
"252","H05","ORM_3","ORM","FAM",0.15,0,5,2,15558,0.139761942375159,0.425267735404344,"floR & tap","11-06-2023","ORM_3",3,"AKH",1.57,52.54,0,"M",3,0,0,0,"N",0.270871169047353,0.0890203454618845,0.180580779364902,0.0296734484872948
"253","H06","FRY_2","FRY","FAM",0,0,0,0,14497,0,0.0769610411361284,"Neither","18-06-2023","FRY_2",2,"AKH",2.82,62.37,0,"M",3,0,0,2,"N",0.0272911493390526,0,0.0181940995593684,0.00909704977968421
"254","H07","BEA_2","BEA","FAM",4410,3108,125,11771,234,8.39185670010494,8.45361420977337,"floR & tap","24-06-2023","BEA_2",2,"AKH",2.19,61.25,0,"M",3,0,0,0,"N",3.8600978126819,3.8318980365776,0.404719722453423,0.352350977816563
"255","H08","BEA_3","BEA","FAM",0.33,1,0,3,14449,0.285178942233662,0.542324290825362,"floR & tap","24-06-2023","BEA_3",3,"AKH",1.61,53.45,0,"M",3,0,0,0,"N",0.336847385605815,0.177129777784884,0.404719722453423,0.352350977816563
"256","H09","MUC_2","MUC","FAM",0.19,0,0,2,12080,0.173953307123438,0.173953307123438,"floR","29-06-2023","MUC_2",2,"GAC",1.81,51.82,0,"M",3,0,3,0,"N",0.0961067995157116,0.0961067995157116,0.0623212302613413,0.0240266998789279
"257","H10","BEA_1","BEA","FAM",0.09,0,0,1,13049,0.0861776962410524,0.285178942233662,"floR","24-06-2023","BEA_1",1,"AKH",2.65,64.28,0,"M",3,0,0,0,"N",0.107614695182514,0.032519885373982,0.404719722453423,0.352350977816563
"258","H11","MOH_1","MOH","FAM",0.07,0,0,1,16282,0.0676586484738149,0.482426149244293,"floR","15-06-2023","MOH_1",1,"AKH",0.74,39.14,0,"M",3,0,0,0,"N",0.651927228708504,0.0914306060456958,0.651927228708504,0.19032971642609
"259","H12","BRB_4","BRB","FAM",0.12,0,0,1,10201,0.113328685307003,0.113328685307003,"floR","19-06-2023","BRB_4",4,"AKH",2.72,58.87,0,"F",3,0,0,0,"N",0.0416649578334571,0.0416649578334571,2.96090185198894,2.92109231406368
"260","A01","CED_4","CED","HEX",1.5,0,18,0,14026,0.916290731874155,0.916290731874155,"tap","09-06-2023","CED_4",4,"AKH",0.78,41.75,0,"F",1,0,0,0,"N",1.17473170753097,1.17473170753097,0.783154471687312,0.391577235843656
"261","A03","VER_17","VER","HEX",0.08,0,1,3,14236,0.0769610411361284,0.285178942233662,"floR & tap","29-06-2023","VER_17",17,"GAC",0.83,38.45,1,"M",3,6,7,0,"Y",0.343589087028509,0.0927241459471426,0.856481456999754,0.051576144562657
"262","A04","VER_18","VER","HEX",0,0,0,0,14248,0,0,"Neither","29-06-2023","VER_18",18,"GAC",1.08,47.16,0,"M",3,4,4,0,"N",0,0,0.856481456999754,0.051576144562657
"263","A05","ROB_7","ROB","HEX",0,0,0,0,14006,0,0,"Neither","15-06-2023","ROB_7",7,"AKH",0.61,39.53,0,"M",3,0,0,0,"N",0,0,0.227631089541741,0.0455966646778055
"264","A06","ROB_8","ROB","HEX",0,0,0,0,12249,0,0,"Neither","15-06-2023","ROB_8",8,"AKH",0.49,35.71,0,"F",3,0,0,0,"N",0,0,4.56306364658242,3.29883145874574
"265","A07","ROB_9","ROB","HEX",0,0,0,2,15977,0,0.215111379616945,"floR","15-06-2023","ROB_9",9,"AKH",0.63,40.8,0,"M",3,0,0,0,"N",0.341446634312612,0,0.227631089541741,0.0455966646778055
"266","A08","BRB_7","BRB","HEX",0,0,0,0,14544,0,0,"Neither","19-06-2023","BRB_7",7,"AKH",0.73,42.49,0,"F",3,0,0,0,"N",0,0,2.96090185198894,2.17939010046585
"267","A09","BRB_8","BRB","HEX",0,0,0,0,15703,0,0,"Neither","19-06-2023","BRB_8",8,"AKH",1.91,55.13,0,"M",3,0,0,0,"N",0,0,6.82245025119325,4.98951491554976
"268","A10","BRB_9","BRB","HEX",0,0,0,0,16373,0,0,"Neither","19-06-2023","BRB_9",9,"AKH",1.44,52.36,0,"F",3,0,0,0,"N",0,0,2.96090185198894,2.17939010046585
"269","A11","BLA_8","BLA","HEX",0,0,0,0,14000,0,0,"Neither","04-06-2023","BLA_8",8,"AKH",1.11,49.85,0,"F",2,0,0,0,"N",0,0,2.43141990251436,1.60574438980147
"270","B01","SRA_4","SRA","HEX",0,0,0,0,15385,0,0,"Neither","02-06-2023","SRA_4",4,"AKH",2.66,65.07,0,"F",2,0,0,0,"N",0,0,0,0
"271","B02","SRA_5","SRA","HEX",0,0,0,0,13801,0,0,"Neither","02-06-2023","SRA_5",5,"AKH",0.87,43.97,0,"M",2,0,0,0,"N",0,0,0,0
"272","B03","SRA_6","SRA","HEX",0,0,0,0,14682,0,0,"Neither","02-06-2023","SRA_6",6,"AKH",2.34,57.66,0,"F",3,0,0,0,"N",0,0,0,0
"273","B04","BEA_7","BEA","HEX",0,0,0,0,12155,0,0,"Neither","24-06-2023","BEA_7",7,"GAC",2.48,57.88,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.225071579543778
"274","B05","BEA_8","BEA","HEX",0,0,0,0,15151,0,0,"Neither","24-06-2023","BEA_8",8,"GAC",1.38,49.28,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.225071579543778
"275","B06","BEA_9","BEA","HEX",0,0,0,0,15792,0,0,"Neither","24-06-2023","BEA_9",9,"GAC",1.1,47.09,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.225071579543778
"276","B07","GRA_3","GRA","HEX",0,0,0,0,14161,0,0,"Neither","24-06-2023","GRA_3",3,"AKH",1.82,51.55,0,"M",3,0,0,0,"N",0,0,0,0
"277","B08","GRA_4","GRA","HEX",0.07,0,1,0,16046,0.0676586484738149,0.0676586484738149,"tap","24-06-2023","GRA_4",4,"AKH",4.41,64.76,0,"F",3,2,0,0,"N",0.0153420971595952,0.0153420971595952,0.0076710485797976,0.0076710485797976
"278","B09","GRA_5","GRA","HEX",0,0,0,0,15168,0,0,"Neither","24-06-2023","GRA_5",5,"AKH",1.43,48.9,0,"M",2,0,0,0,"N",0,0,0,0
"279","B10","CED_1","CED","HEX",0,0,0,0,15676,0,0,"Neither","09-06-2023","CED_1",1,"AKH",1.56,52.03,0,"M",3,0,0,0,"N",0,0,0,0
"280","B11","CED_2","CED","HEX",0,0,0,0,14627,0,0,"Neither","09-06-2023","CED_2",2,"AKH",0.99,44.68,0,"F",3,0,0,0,"N",0,0,0.783154471687312,0.391577235843656
"281","C01","ANU_13","ANU","HEX",0,0,0,0,14874,0,0,"Neither","27-06-2023","ANU_13",13,"GAC",3.48,64.42,0,"M",3,1,1,0,"N",0,0,0.917469782434398,0.742338278718112
"282","C02","ANU_14","ANU","HEX",0,0,0,0,14168,0,0,"Neither","27-06-2023","ANU_14",14,"GAC",2.7,68.33,0,"F",3,0,0,0,"N",0,0,1.75507786780305,1.43818166300917
"283","C03","ANU_15","ANU","HEX",0,0,0,0,16113,0,0,"Neither","27-06-2023","ANU_15",15,"GAC",2.44,65.25,0,"M",3,0,0,0,"N",0,0,0.917469782434398,0.742338278718112
"284","C04","COM_2","COM","HEX",0,0,0,0,16830,0,0,"Neither","10-06-2023","COM_2",2,"AKH",1,48.61,0,"M",3,0,0,0,"N",0,0,0.0165507615346513,0
"285","C05","COM_3","COM","HEX",0,0,0,0,14553,0,0,"Neither","10-06-2023","COM_3",3,"AKH",1.61,51.49,0,"M",3,0,0,0,"N",0,0,0.0165507615346513,0
"286","C06","COM_4","COM","HEX",0,0,0,1,15079,0,0.0769610411361284,"floR","10-06-2023","COM_4",4,"AKH",1.55,52.47,0,"M",3,0,0,0,"N",0.0496522846039538,0,0.0165507615346513,0
"287","C07","KID_10","KID","HEX",0,0,0,0,14414,0,0,"Neither","30-06-2023","KID_10",10,"GAC",0.55,36.47,2,"F",1,0,1,0,"Y",0,0,0,0
"288","C08","KID_11","KID","HEX",0.08,0,1,0,14768,0.0769610411361284,0.0769610411361284,"tap","30-06-2023","KID_11",11,"GAC",1.75,52.25,1,"M",3,0,2,0,"Y",0.0439777377920734,0.0439777377920734,0.0219888688960367,0.0219888688960367
"289","C09","KID_12","KID","HEX",0,0,0,0,14394,0,0,"Neither","30-06-2023","KID_12",12,"GAC",0.98,45.56,0.5,"M",3,0,4,0,"Y",0,0,0.0219888688960367,0.0219888688960367
"290","C10","BLK_1","BLK","HEX",0,0,0,2,15505,0,0.139761942375159,"floR","12-06-2023","BLK_1",1,"AKH",0.93,46.04,0,"F",3,0,0,1,"N",0.150281658467912,0,0.0751408292339562,0
"291","C11","BLK_2","BLK","HEX",0,0,0,0,15479,0,0,"Neither","12-06-2023","BLK_2",2,"AKH",1.44,49.96,0,"M",3,0,0,0,"N",0,0,0,0
"292","D01","PCH_8","PCH","HEX",0,0,0,0,12423,0,0,"Neither","03-06-2023","PCH_8",8,"AKH",0.64,39.79,0,"M",3,3,0,0,"N",0,0,0,0
"293","D02","PCH_9","PCH","HEX",0,0,0,0,15023,0,0,"Neither","03-06-2023","PCH_9",9,"AKH",0.83,44.29,0,"M",3,6,0,0,"N",0,0,0,0
"294","D04","WOS_11","WOS","HEX",0.07,0,1,0,16332,0.0676586484738149,0.0676586484738149,"tap","26-06-2023","WOS_11",11,"GAC",2.3,57.34,0,"M",3,1,0,0,"N",0.0294168036842673,0.0294168036842673,0.0147084018421337,0.0147084018421337
"295","D05","WOS_15","WOS","HEX",0,0,0,0,13416,0,0,"Neither","26-06-2023","WOS_15",15,"GAC",2.42,58.93,0,"M",3,0,0,0,"N",0,0,0.0147084018421337,0.0147084018421337
"296","D06","SUG_1","SUG","HEX",0,0,0,0,15826,0,0,"Neither","05-06-2023","SUG_1",1,"AKH",0.45,35.02,3,"M",3,0,0,0,"Y",0,0,0,0
"297","D07","SUG_2","SUG","HEX",0,0,0,1,14609,0,0.148420005118273,"floR","05-06-2023","SUG_2",2,"AKH",0.57,40.13,0,"F",3,0,0,0,"N",0.260385973891707,0,0.130192986945854,0.0337548426035651
"298","D08","SUG_3","SUG","HEX",0,0,0,0,14444,0,0,"Neither","05-06-2023","SUG_3",3,"AKH",0.42,36.56,0,"M",3,0,0,0,"N",0,0,0,0
"299","D09","STE_1","STE","HEX",0,0,0,0,15263,0,0,"Neither","13-06-2023","STE_1",1,"AKH",0.57,38.47,0,"M",3,0,0,0,"N",0,0,0,0
"300","D10","STE_2","STE","HEX",0,0,0,0,15844,0,0,"Neither","13-06-2023","STE_2",2,"AKH",0.85,41.62,0,"F",3,0,0,0,"N",0,0,0,0
"301","D11","JOE_10","JOE","HEX",0,0,0,0,16345,0,0,"Neither","24-06-2023","JOE_10",10,"AKH",5.61,76.46,0,"F",3,0,0,0,"N",0,0,0,0
"302","D12","JOE_11","JOE","HEX",0,0,0,0,12821,0,0,"Neither","24-06-2023","JOE_11",11,"AKH",3.41,69.34,0,"M",3,0,0,0,"N",0,0,0,0
"303","E01","BOO_12","BOO","HEX",0,0,0,0,14869,0,0,"Neither","17-06-2023","BOO_12",12,"AKH",3.78,73.93,2,"M",3,6,2,0,"Y",0,0,0.00528697522951242,0
"304","E02","BOO_16","BOO","HEX",0,0,0,0,14691,0,0,"Neither","17-06-2023","BOO_16",16,"AKH",3.12,68.87,2,"M",3,0,1,0,"Y",0,0,0.00528697522951242,0
"305","E03","ECH_1","ECH","HEX",0,0,0,0,15316,0,0,"Neither","20-06-2023","ECH_1",1,"AKH",0.68,41.17,0,"M",2,1,0,0,"N",0,0,0,0
"306","E04","ECH_2","ECH","HEX",0.07,0,1,0,16231,0.0676586484738149,0.0676586484738149,"tap","20-06-2023","ECH_2",2,"AKH",3.16,65.48,1,"F",2,8,0,0,"Y",0.0214109647069034,0.0214109647069034,0.0107054823534517,0.0107054823534517
"307","E05","ECH_3","ECH","HEX",0,0,0,0,13609,0,0,"Neither","20-06-2023","ECH_3",3,"AKH",0.96,48.25,0,"F",3,2,0,0,"N",0,0,0.0107054823534517,0.0107054823534517
"308","E06","L2B_2","L2B","HEX",0,0,0,0,15920,0,0,"Neither","04-06-2023","L2B_2",2,"AKH",1.42,47.03,0,"F",3,2,0,4,"N",0,0,0.0312849760715969,0.0312849760715969
"309","E07","L2B_17","L2B","HEX",0,0,0,0,15256,0,0,"Neither","04-06-2023","L2B_17",17,"AKH",1.27,46.32,0,"M",3,0,0,0,"N",0,0,0,0
"310","E08","L2B_18","L2B","HEX",0,0,0,0,14845,0,0,"Neither","04-06-2023","L2B_18",18,"AKH",1.2,43.84,2,"M",3,1,0,0,"Y",0,0,0,0
"311","E09","L2B_19","L2B","HEX",0,0,0,0,14318,0,0,"Neither","04-06-2023","L2B_19",19,"AKH",0.82,41.92,3,"F",3,1,1,1,"Y",0,0,0.0312849760715969,0.0312849760715969
"312","E10","PCH_1","PCH","HEX",0,0,0,0,15624,0,0,"Neither","03-06-2023","PCH_1",1,"AKH",1.05,45.78,0,"F",3,10,1,0,"N",0,0,0,0
"313","E11","PCH_16","PCH","HEX",0,0,0,0,15644,0,0,"Neither","03-06-2023","PCH_16",16,"AKH",0.73,41.24,0,"F",3,14,0,0,"N",0,0,0,0
"314","E12","PCH_7","PCH","HEX",0,0,0,0,13609,0,0,"Neither","03-06-2023","PCH_7",7,"AKH",0.58,38.75,0,"M",3,1,0,0,"N",0,0,0,0
"315","F01","LST_1","LST","HEX",0.08,0,1,2,14643,0.0769610411361284,0.385262400790645,"floR & tap","13-06-2023","LST_1",1,"AKH",1.51,35.74,0,"F",3,0,0,0,"N",0.255140662775262,0.0509675769113433,0.814058550822013,0.0169891923037811
"316","F02","LST_2","LST","HEX",0,0,0,3,15384,0,0.482426149244293,"floR","13-06-2023","LST_2",2,"AKH",0.98,43.78,0,"F",3,0,0,0,"N",0.492271580861523,0,0.814058550822013,0.0169891923037811
"317","F03","MSK_1","MSK","HEX",0.07,0,1,0,16014,0.0676586484738149,0.0676586484738149,"tap","09-06-2023","MSK_1",1,"AKH",1,43.18,0,"M",3,0,0,0,"N",0.0676586484738149,0.0676586484738149,0.0338293242369074,0.0338293242369074
"318","F04","MSK_2","MSK","HEX",0,0,0,0,15745,0,0,"Neither","09-06-2023","MSK_2",2,"AKH",1.34,50.82,0,"F",3,0,0,0,"N",0,0,0,0
"319","F05","MSK_3","MSK","HEX",0,0,0,0,13726,0,0,"Neither","09-06-2023","MSK_3",3,"AKH",1.45,49.06,0,"M",3,0,0,0,"N",0,0,0.0338293242369074,0.0338293242369074
"320","F06","LWO_1","LWO","HEX",0,0,0,0,16127,0,0,"Neither","26-06-2023","LWO_1",1,"GAC",0.87,43.54,0,"F",3,0,0,0,"N",0,0,0,0
"321","F07","LWO_2","LWO","HEX",0.15,0,2,0,16048,0.139761942375159,0.139761942375159,"tap","26-06-2023","LWO_2",2,"GAC",1.6,49.87,0,"M",3,0,0,0,"N",0.0873512139844741,0.0873512139844741,0.0582341426563161,0.029117071328158
"322","F08","LWO_3","LWO","HEX",0,0,0,0,10105,0,0,"Neither","26-06-2023","LWO_3",3,"GAC",1.54,50.22,0,"M",3,0,0,0,"N",0,0,0.0582341426563161,0.029117071328158
"323","F09","MCN_1","MCN","HEX",0,0,0,0,15135,0,0,"Neither","08-06-2023","MCN_1",1,"AKH",1.56,51.76,0,"F",3,0,0,0,"N",0,0,0,0
"324","F10","MCN_2","MCN","HEX",0,0,0,0,15572,0,0,"Neither","08-06-2023","MCN_2",2,"AKH",1.34,49.26,0,"M",3,0,0,0,"N",0,0,0,0
"325","F11","MCN_3","MCN","HEX",0,0,0,0,15456,0,0,"Neither","08-06-2023","MCN_3",3,"AKH",1.51,53.86,0,"M",3,0,0,0,"N",0,0,0,0
"326","F12","BOO_19","BOO","HEX",0,0,0,1,13650,0,0.0861776962410524,"floR","17-06-2023","BOO_19",19,"AKH",3.26,69.63,3,"M",3,11,22,0,"Y",0.0264348761475621,0,0.00528697522951242,0
"327","G01","WOS_2","WOS","HEX",0,0,0,0,16356,0,0,"Neither","26-06-2023","WOS_2",2,"GAC",2.08,51.12,1,"F",2,5,0,0,"Y",0,0,0.00572229058705527,0.00572229058705527
"328","G02","NIM_3","NIM","HEX",0,0,0,0,14837,0,0,"Neither","23-06-2023","NIM_3",3,"AKH",1.48,50.83,0,"F",1,1,0,0,"N",0,0,0,0
"329","G03","MUC_1","MUC","HEX",0.07,0,1,2,15959,0.0676586484738149,0.198850858745165,"floR & tap","29-06-2023","MUC_1",1,"GAC",2.15,56.83,0,"F",3,0,0,1,"N",0.0924887715093791,0.0314691388250302,0.0308295905031264,0.00524485647083836
"330","G04","MER_5","MER","HEX",0,0,0,0,15842,0,0.0861776962410524,"Neither","17-06-2023","MER_5",5,"AKH",2,56.64,0,"F",1,1,0,0,"N",0.0430888481205262,0,0.0297495296768492,0.021131760052744
"331","G05","L2B_4","L2B","HEX",0,0,0,0,16579,0,0,"Neither","04-06-2023","L2B_4",4,"AKH",1.1,45.08,3,"M",3,1,0,1,"Y",0,0,0,0
"332","G06","UCL_3","UCL","HEX",0,0,0,0,8333,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","G08","BLA_2","BLA","HEX",232,2723,59,12583,160,5.4510384535657,9.09234481373847,"floR & tap","04-06-2023","BLA_2",2,"AKH",0.76,41.25,2,"M",3,5,0,0,"Y",11.9636115970243,7.1724190178496,7.97574106468287,4.65606334539001
"334","G09","BLK_3","BLK","HEX",0,0,0,0,16213,0,0,"Neither","12-06-2023","BLK_3",3,"AKH",1.65,53.33,0,"F",3,0,0,0,"N",0,0,0.0751408292339562,0
"335","G10","CED_3","CED","HEX",0,0,0,0,15393,0,0,"Neither","09-06-2023","CED_3",3,"AKH",1.11,45.7,0,"M",3,0,0,0,"N",0,0,0,0
"336","G11","BLA_9","BLA","HEX",0,0,0,0,15164,0,0,"Neither","04-06-2023","BLA_9",9,"AKH",0.93,44.34,1,"F",2,2,0,0,"Y",0,0,2.43141990251436,1.60574438980147
"337","H01","ANU_1","ANU","HEX",216,946,1744,4952,8370,5.37989735354046,6.62936325343745,"floR & tap","27-06-2023","ANU_1",1,"GAC",2.47,62.57,0,"F",3,0,0,1,"N",2.6839527341852,2.17809609455079,1.75507786780305,1.43818166300917
"338","H02","ANU_2","ANU","HEX",223,962,1688,5002,7694,5.41164605185504,6.68835471394676,"floR & tap","27-06-2023","ANU_2",2,"GAC",2.43,57.43,0,"M",3,0,0,0,"N",2.75240934730319,2.22701483615434,0.917469782434398,0.742338278718112
"339","H03","ANU_3","ANU","HEX",333,1747,2064,5789,5860,5.8111409929767,7.02108396428914,"floR & tap","27-06-2023","ANU_3",3,"GAC",2.72,68.77,0,"F",3,0,0,0,"N",2.58128086922395,2.13644889447673,1.75507786780305,1.43818166300917
"340","H04","ORM_1","ORM","HEX",0,0,0,0,16022,0,0,"Neither","11-06-2023","ORM_1",1,"AKH",1.17,46.96,0,"M",3,0,0,0,"N",0,0,0.180580779364902,0.0683829085284741
"341","H05","ORM_3","ORM","HEX",0.38,0,5,2,15558,0.322083499169113,0.425267735404344,"floR & tap","11-06-2023","ORM_3",3,"AKH",1.57,52.54,0,"M",3,0,0,0,"N",0.270871169047353,0.205148725585422,0.180580779364902,0.0683829085284741
"342","H06","FRY_2","FRY","HEX",0,0,0,0,14497,0,0.0769610411361284,"Neither","18-06-2023","FRY_2",2,"AKH",2.82,62.37,0,"M",3,0,0,2,"N",0.0272911493390526,0,0.0181940995593684,0
"343","H07","BEA_2","BEA","HEX",281,3108,125,11771,234,5.64190707093811,8.45361420977337,"floR & tap","24-06-2023","BEA_2",2,"AKH",2.19,61.25,0,"M",3,0,0,0,"N",3.8600978126819,2.57621327440097,0.404719722453423,0.225071579543778
"344","H08","BEA_3","BEA","HEX",0.08,1,0,3,14449,0.0769610411361284,0.542324290825362,"floR & tap","24-06-2023","BEA_3",3,"AKH",1.61,53.45,0,"M",3,0,0,0,"N",0.336847385605815,0.0478018889044276,0.404719722453423,0.225071579543778
"345","H09","MUC_2","MUC","HEX",0,0,0,2,12080,0,0.173953307123438,"floR","29-06-2023","MUC_2",2,"GAC",1.81,51.82,0,"M",3,0,3,0,"N",0.0961067995157116,0,0.0623212302613413,0.0142678305034855
"346","H10","BEA_1","BEA","HEX",0,0,0,1,13049,0,0.285178942233662,"floR","24-06-2023","BEA_1",1,"AKH",2.65,64.28,0,"M",3,0,0,0,"N",0.107614695182514,0,0.404719722453423,0.225071579543778
"347","H11","MOH_1","MOH","HEX",0,0,0,1,16282,0,0.482426149244293,"floR","15-06-2023","MOH_1",1,"AKH",0.74,39.14,0,"M",3,0,0,0,"N",0.651927228708504,0,0.651927228708504,0.0693342712938094
"348","H12","BRB_4","BRB","HEX",0,0,0,1,10201,0,0.113328685307003,"floR","19-06-2023","BRB_4",4,"AKH",2.72,58.87,0,"F",3,0,0,0,"N",0.0416649578334571,0,2.96090185198894,2.17939010046585
"349","A01","ORM_2","ORM","FAM",0.24,0,0,3,14573,0.215111379616945,0.398776119957368,"floR","11-06-2023","ORM_2",2,"AKH",1.14,47.6,0,"F",3,0,0,0,"N",0.349803613997691,0.188694192646443,0.349803613997691,0.128101938926787
"350","A02","LST_3","LST","FAM",0.09,0,0,1,13701,0.0861776962410524,0.542324290825362,"floR","13-06-2023","LST_3",3,"AKH",0.32,31.77,0,"F",3,0,0,1,"N",1.69476340882926,0.269305300753289,0.814058550822013,0.422371666506851
"351","A03","FRY_1","FRY","FAM",0.31,0,1,4,15105,0.27002713721306,0.53062825106217,"floR & tap","18-06-2023","FRY_1",1,"AKH",2.77,59.5,0,"F",3,0,0,2,"N",0.191562545509809,0.0974827210155452,0.0884669244428334,0.0456487479264948
"352","A04","FRY_2","FRY","FAM",0.08,0,0,1,14528,0.0769610411361284,0.0769610411361284,"floR","18-06-2023","FRY_2",2,"AKH",2.82,62.37,0,"M",3,0,0,2,"N",0.0272911493390526,0.0272911493390526,0.0181940995593684,0.00909704977968421
"353","A05","FRY_3","FRY","FAM",0.17,0,0,2,14081,0.157003748809665,0.27763173659828,"floR","18-06-2023","FRY_3",3,"AKH",3.76,66.09,0,"F",3,0,0,2,"N",0.0738382278186914,0.0417563161727832,0.0884669244428334,0.0456487479264948
"354","A06","BEA_1","BEA","FAM",0.08,0,1,1,15041,0.0769610411361284,0.285178942233662,"floR & tap","24-06-2023","BEA_1",1,"AKH",2.65,64.28,0,"M",3,0,0,0,"N",0.107614695182514,0.0290419023155201,0.404719722453423,0.352350977816563
"355","A08","VER_2","VER","FAM",0.69,0,0,9,15248,0.524728528934982,0.85015092936961,"floR","29-06-2023","VER_2",2,"GAC",0.39,31.82,0.5,"M",3,1,0,0,"Y",2.1798741778708,1.34545776649995,0.856481456999754,0.526919084507398
"356","B03","VER_3","VER","FAM",0.16,0,1,2,14811,0.148420005118273,0.27763173659828,"floR & tap","29-06-2023","VER_3",3,"GAC",0.86,41.27,0.5,"M",3,2,0,0,"Y",0.322827600695674,0.172581401300318,0.856481456999754,0.526919084507398
"357","B04","MOH_1","MOH","FAM",0.15,0,1,2,15381,0.139761942375159,0.482426149244293,"floR & tap","15-06-2023","MOH_1",1,"AKH",0.74,39.14,0,"M",3,0,0,0,"N",0.651927228708504,0.18886748969616,0.651927228708504,0.19032971642609
"358","B05","MOH_2","MOH","FAM",0,0,0,0,14458,0,0.215111379616945,"Neither","15-06-2023","MOH_2",2,"AKH",0.54,37.42,0,"F",3,0,0,0,"N",0.398354406698047,0,0.354118632764654,0.221333830531972
"359","B07","WOS_9","WOS","FAM",0,0,1,0,13657,0,0.0861776962410524,"tap","26-06-2023","WOS_9",9,"GAC",2.51,55.34,1,"F",2,10,1,0,"Y",0.0343337435223316,0,0.00572229058705527,0
"360","B08","UCL_73","UCL","FAM",0,0,0,0,14132,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","C01","BOO_7","BOO","FAM",0.13,1,0,0,8801,0.122217632724249,0.231111720963387,"floR & tap","17-06-2023","BOO_7",7,"AKH",4.15,71.22,0.5,"F",3,1,0,0,"Y",0.0556895713164787,0.0294500319817468,0.0149290985557159,0.00968119068876947
"362","C02","BOO_14","BOO","FAM",0,0,0,0,9898,0,0,"Neither","17-06-2023","BOO_14",14,"AKH",6.31,80.06,0,"F",2,5,0,0,"N",0,0,0.0149290985557159,0.00968119068876947
"363","C04","JOE_2","JOE","FAM",0,0,0,0,10044,0,0,"Neither","24-06-2023","JOE_2",2,"AKH",5.93,73.27,0,"F",3,0,0,0,"N",0,0,0,0
"364","C05","JOE_8","JOE","FAM",0,0,0,0,10936,0,0,"Neither","24-06-2023","JOE_8",8,"AKH",5.85,80.33,0,"F",3,0,0,0,"N",0,0,0,0
"365","C06","JOE_12","JOE","FAM",0,0,0,0,10091,0,0,"Neither","24-06-2023","JOE_12",12,"AKH",5.33,73.99,0,"F",3,0,0,0,"N",0,0,0,0
"366","C07","LAW_6","LAW","FAM",0,0,0,0,9926,0,0,"Neither","19-06-2023","LAW_6",6,"AKH",4.73,73.43,0,"F",3,0,0,0,"N",0,0,0,0
"367","C08","LAW_8","LAW","FAM",0,0,0,0,10127,0,0,"Neither","19-06-2023","LAW_8",8,"AKH",3.91,72.83,0,"M",3,1,0,1,"N",0,0,0,0
"368","D01","LAW_10","LAW","FAM",0,0,0,0,10909,0,0,"Neither","19-06-2023","LAW_10",10,"AKH",5.38,76.47,0,"F",3,0,0,0,"N",0,0,0,0
"369","D02","LCL_4","LCL","FAM",0,0,1,0,10811,0,0.104360015324243,"tap","19-06-2023","LCL_4",4,"AKH",2.65,59.66,0,"M",3,0,0,0,"N",0.0393811378582049,0,2.63388796759599,2.60266440780858
"370","D03","LCL_6","LCL","FAM",0,0,0,0,9605,0,0,"Neither","19-06-2023","LCL_6",6,"AKH",2.78,58.85,0,"F",3,0,0,0,"N",0,0,0,0
"371","D04","LCL_7","LCL","FAM",0,0,0,0,10298,0,0,"Neither","19-06-2023","LCL_7",7,"AKH",4.73,68.02,0,"F",3,0,0,0,"N",0,0,0,0
"372","D05","FRY_4","FRY","FAM",0,0,0,0,10329,0,0,"Neither","18-06-2023","FRY_4",4,"AKH",2.14,56.46,0,"F",3,0,0,0,"N",0,0,0.0884669244428334,0.0456487479264948
"373","D06","FRY_7","FRY","FAM",0,0,0,0,10352,0,0,"Neither","18-06-2023","FRY_7",7,"AKH",2.09,54.61,3,"M",3,0,0,0,"Y",0,0,0.0181940995593684,0.00909704977968421
"374","D07","FRY_8","FRY","FAM",0,0,0,0,10450,0,0,"Neither","18-06-2023","FRY_8",8,"AKH",4.71,72.15,0,"F",3,0,0,0,"N",0,0,0.0884669244428334,0.0456487479264948
"375","D08","GRA_1","GRA","FAM",0,0,0,0,9732,0,0,"Neither","24-06-2023","GRA_1",1,"AKH",3.6,65.19,0,"M",3,0,0,0,"N",0,0,0,0
"376","E01","GRA_6","GRA","FAM",0,0,0,0,12056,0,0,"Neither","24-06-2023","GRA_6",6,"AKH",3.64,64.19,0,"M",3,1,0,0,"N",0,0,0,0
